equipment_id,hospital_id,equipment_name,manufacturer,purchase_date,maintenance_due,status,cost,source_file
2089,22,Ultrasound Machine,Philips,2023-01-22,2024-09-28,Out of Service,5931377.93,equipment.csv
2090,22,X-Ray Machine,Medtronic,2021-11-28,2022-09-15,Out of Service,3008173.88,equipment.csv
2091,22,Patient Monitor,Philips,2013-10-07,2014-08-03,Out of Service,13761880.84,equipment.csv
2092,22,Operating Table,Siemens,2025-05-17,2026-01-31,Operational,15441640.44,equipment.csv
2093,22,Dialysis Machine,Siemens,2011-08-19,2013-03-25,Under Maintenance,24195117.39,equipment.csv
2094,22,Defibrillator,Medtronic,2021-01-18,2021-12-03,Operational,7323081.03,equipment.csv
2095,22,X-Ray Machine,Baxter,2016-01-07,2017-12-28,Under Maintenance,19161563.14,equipment.csv
2096,22,Infusion Pump,GE Healthcare,2023-04-21,2024-03-02,Operational,22827640.85,equipment.csv
2097,22,Operating Table,Fresenius,2024-06-02,2025-03-08,Operational,9533843.49,equipment.csv
2098,22,Dialysis Machine,GE Healthcare,2018-10-08,2020-01-04,Under Maintenance,13940725.51,equipment.csv
2099,22,CT Scanner,Baxter,2018-03-04,2019-07-13,Out of Service,18627881.13,equipment.csv
2100,22,Defibrillator,Fresenius,2016-12-02,2018-03-23,Out of Service,16121250.51,equipment.csv
2101,22,X-Ray Machine,GE Healthcare,2018-05-23,2020-01-07,Out of Service,9279737.36,equipment.csv
2102,22,Dialysis Machine,Baxter,2017-03-19,2018-04-12,Out of Service,16158193.68,equipment.csv
2103,22,Incubator,Philips,2018-03-07,2019-04-11,Under Maintenance,5059343.03,equipment.csv
2104,22,Dialysis Machine,Mindray,2018-05-30,2019-12-12,Out of Service,22791385.16,equipment.csv
2105,22,MRI Scanner,Fresenius,2019-07-10,2020-05-17,Operational,4899600.89,equipment.csv
2106,22,CT Scanner,Siemens,2014-04-20,2014-11-02,Out of Service,7575042.08,equipment.csv
2107,22,ECG Machine,Mindray,2011-11-26,2013-08-26,Operational,1813245.53,equipment.csv
2108,22,X-Ray Machine,Fresenius,2019-01-27,2020-06-02,Operational,11523202.86,equipment.csv
2109,22,Ultrasound Machine,Medtronic,2023-03-05,2023-11-20,Under Maintenance,9319881.98,equipment.csv
2110,22,Dialysis Machine,Baxter,2024-12-24,2026-08-14,Under Maintenance,16775569.36,equipment.csv
2111,22,Hospital Bed,Mindray,2015-09-30,2017-06-05,Under Maintenance,14237299.18,equipment.csv
2112,22,Operating Table,Mindray,2022-10-24,2024-06-02,Out of Service,13089903.21,equipment.csv
2113,22,Infusion Pump,Siemens,2016-11-06,2018-10-10,Under Maintenance,8358499.08,equipment.csv
2114,22,Patient Monitor,Mindray,2019-01-08,2020-09-05,Operational,23592199.07,equipment.csv
2115,22,Anesthesia Machine,Dräger,2012-01-01,2013-01-11,Under Maintenance,8693038.02,equipment.csv
2116,22,Oxygen Concentrator,Medtronic,2021-10-23,2023-10-10,Operational,21431669.26,equipment.csv
2117,22,CT Scanner,Mindray,2020-02-21,2021-09-04,Under Maintenance,15184708.77,equipment.csv
2118,22,X-Ray Machine,Baxter,2011-08-06,2012-11-19,Under Maintenance,19392792.4,equipment.csv
2119,22,MRI Scanner,Philips,2021-12-11,2023-07-04,Under Maintenance,18671487.36,equipment.csv
2120,22,Infusion Pump,Dräger,2021-04-30,2021-11-15,Operational,24282972.89,equipment.csv
2121,22,Hospital Bed,Siemens,2015-04-29,2017-03-13,Under Maintenance,8393962.15,equipment.csv
2122,22,Infusion Pump,Philips,2015-02-06,2015-11-02,Under Maintenance,13516188.08,equipment.csv
2123,22,Ventilator,Dräger,2011-07-09,2013-03-02,Operational,3494843.96,equipment.csv
2124,22,ECG Machine,Dräger,2017-08-19,2019-05-23,Out of Service,20413507.1,equipment.csv
2125,22,Patient Monitor,Baxter,2013-12-10,2014-07-04,Under Maintenance,22121521.95,equipment.csv
2126,22,Incubator,Baxter,2014-04-30,2015-07-15,Operational,8414742.39,equipment.csv
2127,22,Ultrasound Machine,Siemens,2013-12-30,2014-10-23,Out of Service,14570803.85,equipment.csv
2128,22,Ventilator,Siemens,2013-11-17,2015-09-28,Under Maintenance,20960896.92,equipment.csv
2129,22,X-Ray Machine,Mindray,2018-03-03,2019-06-24,Out of Service,15449001.73,equipment.csv
2130,22,Operating Table,Baxter,2024-09-06,2026-07-24,Under Maintenance,12760910.5,equipment.csv
2131,22,Patient Monitor,Medtronic,2017-12-03,2019-06-20,Under Maintenance,3936209.46,equipment.csv
2132,22,Patient Monitor,Fresenius,2017-09-17,2019-05-19,Under Maintenance,8903734.13,equipment.csv
2133,22,X-Ray Machine,Baxter,2026-02-14,2027-07-21,Out of Service,10695548.03,equipment.csv
2134,22,Infusion Pump,Philips,2018-10-11,2020-09-26,Operational,13388698.05,equipment.csv
2135,22,Ultrasound Machine,Fresenius,2016-12-25,2017-07-20,Out of Service,8208899.38,equipment.csv
2136,22,Anesthesia Machine,Dräger,2016-07-05,2018-03-09,Under Maintenance,19222977.19,equipment.csv
2137,22,Oxygen Concentrator,Medtronic,2024-08-28,2026-07-04,Out of Service,7661909.48,equipment.csv
2138,22,Ultrasound Machine,Siemens,2013-01-26,2014-09-19,Under Maintenance,14862463.76,equipment.csv
2139,22,Infusion Pump,Fresenius,2013-11-27,2014-06-09,Operational,18272316.93,equipment.csv
2140,22,Anesthesia Machine,Baxter,2025-05-23,2026-06-07,Under Maintenance,2192713.83,equipment.csv
2141,22,Incubator,Dräger,2022-09-18,2023-06-05,Operational,20411031.43,equipment.csv
2142,22,Dialysis Machine,Siemens,2015-06-28,2016-02-07,Operational,648366.66,equipment.csv
2143,22,Oxygen Concentrator,GE Healthcare,2025-10-31,2027-02-25,Under Maintenance,6533664.93,equipment.csv
2144,22,Operating Table,Dräger,2019-12-07,2021-11-27,Out of Service,18497604.03,equipment.csv
2145,22,Patient Monitor,Siemens,2013-06-09,2014-03-07,Out of Service,7196970.5,equipment.csv
2146,22,Oxygen Concentrator,Medtronic,2020-06-07,2021-06-08,Operational,6435710.89,equipment.csv
2147,22,Anesthesia Machine,Dräger,2024-05-24,2025-06-03,Out of Service,9444470.64,equipment.csv
2148,22,Dialysis Machine,Siemens,2024-01-01,2024-07-27,Out of Service,23818447.84,equipment.csv
2149,22,CT Scanner,Mindray,2019-11-14,2021-09-12,Operational,17226097.21,equipment.csv
2150,22,Ultrasound Machine,Baxter,2017-05-10,2018-06-20,Under Maintenance,3289642.47,equipment.csv
2151,22,Ventilator,Mindray,2014-12-10,2015-07-31,Under Maintenance,17061856.2,equipment.csv
2152,22,Dialysis Machine,Baxter,2013-06-01,2015-05-25,Under Maintenance,7735602.32,equipment.csv
2153,22,Operating Table,Philips,2021-10-15,2022-07-28,Under Maintenance,8019099.59,equipment.csv
2154,22,Dialysis Machine,Siemens,2016-01-05,2016-07-22,Out of Service,13958279.9,equipment.csv
2155,22,MRI Scanner,Siemens,2018-12-21,2020-06-28,Out of Service,4320923.95,equipment.csv
2156,22,Oxygen Concentrator,Philips,2022-02-08,2023-08-08,Operational,17388060.22,equipment.csv
2157,22,Ultrasound Machine,Mindray,2025-05-26,2026-04-10,Out of Service,6792473.39,equipment.csv
2158,22,Patient Monitor,GE Healthcare,2012-01-25,2013-09-26,Out of Service,3786153.79,equipment.csv
2159,23,Hospital Bed,Dräger,2026-05-25,2027-11-12,Operational,3647386.64,equipment.csv
2160,23,Ventilator,Siemens,2021-03-05,2021-10-24,Operational,2503183.09,equipment.csv
2161,23,MRI Scanner,Siemens,2023-07-28,2024-12-09,Under Maintenance,18001053.91,equipment.csv
2162,23,Hospital Bed,Baxter,2014-08-02,2016-02-10,Out of Service,2691416.19,equipment.csv
2163,23,Incubator,GE Healthcare,2025-10-30,2027-05-19,Operational,20782608.6,equipment.csv
2164,23,Ventilator,Siemens,2020-05-28,2021-05-18,Operational,20820889.65,equipment.csv
2165,23,Ultrasound Machine,GE Healthcare,2022-01-29,2023-07-30,Out of Service,23135589.19,equipment.csv
2166,23,ECG Machine,GE Healthcare,2024-08-03,2025-10-06,Out of Service,23484697.05,equipment.csv
2167,23,Ventilator,Medtronic,2024-01-27,2025-06-05,Out of Service,4094607.52,equipment.csv
2168,23,ECG Machine,Baxter,2018-01-01,2019-09-20,Operational,21617670.55,equipment.csv
2169,23,Hospital Bed,Dräger,2019-10-23,2021-05-17,Out of Service,19254516.06,equipment.csv
2170,23,Ultrasound Machine,Siemens,2022-08-09,2023-12-21,Under Maintenance,5988517.85,equipment.csv
2171,23,Anesthesia Machine,Dräger,2022-11-21,2024-09-02,Out of Service,18501791.62,equipment.csv
2172,23,Ultrasound Machine,Fresenius,2021-12-04,2022-12-15,Under Maintenance,18045196.96,equipment.csv
2173,23,ECG Machine,GE Healthcare,2021-08-15,2022-03-23,Out of Service,21055562.82,equipment.csv
2174,23,CT Scanner,Fresenius,2023-03-22,2024-02-05,Out of Service,16708108.46,equipment.csv
2175,23,Patient Monitor,Dräger,2012-10-31,2014-03-13,Operational,16366001.47,equipment.csv
2176,23,Infusion Pump,Baxter,2024-09-10,2026-01-16,Out of Service,16105177.33,equipment.csv
2177,23,ECG Machine,Siemens,2016-02-08,2017-04-20,Under Maintenance,13791734.38,equipment.csv
2178,23,Incubator,Mindray,2026-01-19,2027-06-10,Out of Service,5852467.47,equipment.csv
2179,23,MRI Scanner,Siemens,2021-07-25,2023-01-19,Under Maintenance,1068738.78,equipment.csv
2180,23,Infusion Pump,Philips,2024-10-01,2026-02-22,Under Maintenance,20798682.84,equipment.csv
2181,23,MRI Scanner,Medtronic,2012-01-02,2012-07-24,Operational,23203925.06,equipment.csv
2182,23,Defibrillator,Philips,2016-04-10,2017-05-01,Operational,9946715.5,equipment.csv
2183,23,Dialysis Machine,Fresenius,2020-07-12,2021-02-07,Operational,14630589.68,equipment.csv
2184,23,Anesthesia Machine,GE Healthcare,2025-04-15,2026-05-12,Out of Service,22103277.02,equipment.csv
2185,23,Patient Monitor,Fresenius,2020-12-02,2021-09-20,Under Maintenance,5270047.11,equipment.csv
2186,23,ECG Machine,Baxter,2015-06-09,2016-05-18,Under Maintenance,21008700.03,equipment.csv
2187,23,Ultrasound Machine,Siemens,2013-01-26,2014-03-15,Under Maintenance,20170859.29,equipment.csv
2188,23,Infusion Pump,Dräger,2014-05-29,2015-03-13,Operational,14760948.91,equipment.csv
2189,23,Ventilator,Philips,2014-05-16,2015-02-05,Out of Service,15274808.3,equipment.csv
2190,23,Ventilator,Philips,2022-11-23,2024-06-20,Out of Service,2698039.63,equipment.csv
2191,23,Patient Monitor,Dräger,2023-10-25,2025-08-29,Out of Service,10428425.55,equipment.csv
2192,23,Dialysis Machine,GE Healthcare,2019-11-03,2021-08-09,Out of Service,8929224.96,equipment.csv
2193,23,Incubator,Fresenius,2025-07-20,2027-01-26,Under Maintenance,13918132.79,equipment.csv
2194,23,Operating Table,Philips,2014-07-02,2016-04-16,Out of Service,2922317.08,equipment.csv
2195,23,Patient Monitor,Siemens,2018-06-03,2019-07-07,Out of Service,11927101.06,equipment.csv
2196,23,Ultrasound Machine,Baxter,2022-06-16,2023-10-03,Under Maintenance,4105394.51,equipment.csv
2197,23,Dialysis Machine,Medtronic,2022-06-11,2023-12-07,Out of Service,8533528.93,equipment.csv
2198,23,ECG Machine,Fresenius,2018-05-26,2019-07-30,Operational,7429394.75,equipment.csv
2199,23,Incubator,GE Healthcare,2012-10-06,2014-06-24,Out of Service,6888564.68,equipment.csv
2200,23,Anesthesia Machine,Philips,2019-06-18,2020-02-08,Operational,11362445.2,equipment.csv
2201,23,MRI Scanner,Philips,2012-03-18,2013-08-08,Operational,24087167.43,equipment.csv
2202,23,Incubator,Dräger,2018-09-12,2020-01-11,Under Maintenance,23534107.25,equipment.csv
2203,23,CT Scanner,Mindray,2015-12-26,2016-10-24,Operational,22778701.41,equipment.csv
2204,23,Defibrillator,Siemens,2023-03-15,2025-03-03,Out of Service,10359865.2,equipment.csv
2205,23,Hospital Bed,Philips,2021-08-27,2022-09-19,Under Maintenance,16432750.21,equipment.csv
2206,23,Incubator,Mindray,2019-07-27,2020-11-02,Out of Service,270891.35,equipment.csv
2207,23,Ultrasound Machine,Baxter,2019-03-13,2020-03-24,Under Maintenance,14323894.1,equipment.csv
2208,23,ECG Machine,GE Healthcare,2024-03-18,2025-09-11,Under Maintenance,1032402.72,equipment.csv
2209,23,Ultrasound Machine,Dräger,2025-03-27,2027-02-22,Out of Service,16074724.53,equipment.csv
2210,23,Infusion Pump,Philips,2019-07-31,2021-05-23,Out of Service,17044319.09,equipment.csv
2211,23,Incubator,Mindray,2022-03-04,2023-07-19,Out of Service,16772972.93,equipment.csv
2212,23,Incubator,Dräger,2015-08-20,2016-03-01,Operational,6594153.23,equipment.csv
2213,23,Anesthesia Machine,Siemens,2017-10-29,2019-07-14,Out of Service,6153223.56,equipment.csv
2214,23,Dialysis Machine,Fresenius,2014-02-05,2015-07-03,Under Maintenance,22314965.56,equipment.csv
2215,23,Incubator,Baxter,2023-11-28,2024-11-13,Operational,6210643.03,equipment.csv
2216,23,Hospital Bed,Mindray,2020-04-01,2021-08-28,Out of Service,23358365.39,equipment.csv
2217,23,Ventilator,Dräger,2025-10-05,2026-11-05,Under Maintenance,3850180.62,equipment.csv
2218,23,Oxygen Concentrator,Baxter,2013-05-02,2014-03-26,Out of Service,1347042.7,equipment.csv
2219,23,Defibrillator,Siemens,2023-09-14,2024-03-16,Out of Service,10630894.89,equipment.csv
2220,23,Operating Table,Medtronic,2014-06-04,2015-08-16,Operational,23118380.98,equipment.csv
2221,23,Oxygen Concentrator,Medtronic,2015-05-12,2016-07-02,Out of Service,12037860.87,equipment.csv
2222,23,CT Scanner,Baxter,2016-01-29,2017-10-24,Under Maintenance,13512811.69,equipment.csv
2223,23,Anesthesia Machine,Dräger,2023-01-09,2024-12-09,Under Maintenance,4723321.82,equipment.csv
2224,23,Oxygen Concentrator,GE Healthcare,2017-09-26,2019-02-08,Operational,226466.74,equipment.csv
2225,23,Ventilator,Mindray,2023-03-02,2024-04-05,Under Maintenance,8721627.23,equipment.csv
2226,23,CT Scanner,Fresenius,2021-05-11,2023-01-09,Out of Service,339132.88,equipment.csv
2227,23,Anesthesia Machine,Mindray,2016-11-17,2017-07-10,Out of Service,9512651.25,equipment.csv
2228,23,Ventilator,Siemens,2021-02-28,2021-08-30,Out of Service,8073311.48,equipment.csv
2229,23,Dialysis Machine,Mindray,2012-09-23,2013-04-04,Out of Service,21007962.43,equipment.csv
2230,23,CT Scanner,Fresenius,2026-03-12,2026-12-20,Operational,18473849.77,equipment.csv
2231,23,Defibrillator,Siemens,2024-09-02,2025-04-06,Operational,15517891.55,equipment.csv
2232,23,X-Ray Machine,Medtronic,2012-03-05,2013-06-11,Under Maintenance,1797009.42,equipment.csv
2233,23,Patient Monitor,Mindray,2024-09-17,2025-03-18,Under Maintenance,23216502.82,equipment.csv
2234,23,ECG Machine,Fresenius,2022-06-04,2023-09-01,Out of Service,6373734.38,equipment.csv
2235,23,Hospital Bed,Fresenius,2015-04-10,2016-06-30,Under Maintenance,12145514.47,equipment.csv
2236,23,Patient Monitor,Siemens,2022-10-28,2024-03-07,Under Maintenance,1685720.06,equipment.csv
2237,23,Ventilator,Dräger,2021-06-01,2022-11-12,Operational,24683988.49,equipment.csv
2238,23,Anesthesia Machine,Medtronic,2025-03-10,2027-01-27,Out of Service,20061190.93,equipment.csv
2239,23,Incubator,Mindray,2022-05-09,2023-02-28,Under Maintenance,6432819.54,equipment.csv
2240,23,Dialysis Machine,Dräger,2021-11-17,2023-05-23,Operational,5775637.83,equipment.csv
2241,23,Ventilator,Siemens,2012-06-24,2014-03-12,Under Maintenance,7377476.7,equipment.csv
2242,23,Defibrillator,Mindray,2015-10-04,2016-06-25,Under Maintenance,154751.16,equipment.csv
2243,23,Oxygen Concentrator,Siemens,2018-12-11,2019-12-29,Out of Service,18106123.65,equipment.csv
2244,23,Ultrasound Machine,GE Healthcare,2025-07-03,2026-02-24,Out of Service,20008478.55,equipment.csv
2245,23,Operating Table,Fresenius,2022-12-20,2023-09-06,Under Maintenance,674410.5,equipment.csv
2246,23,Infusion Pump,Baxter,2021-01-31,2022-07-03,Out of Service,18877714.99,equipment.csv
2247,23,Patient Monitor,Dräger,2014-07-19,2015-04-27,Operational,20810314.0,equipment.csv
2248,23,Anesthesia Machine,Baxter,2017-05-23,2018-04-11,Out of Service,5893286.32,equipment.csv
2249,23,Patient Monitor,GE Healthcare,2014-05-09,2015-07-17,Under Maintenance,7951853.27,equipment.csv
2250,23,Operating Table,Fresenius,2021-09-12,2023-07-10,Out of Service,2566530.28,equipment.csv
2251,23,Anesthesia Machine,Mindray,2013-06-25,2014-03-13,Out of Service,18037210.92,equipment.csv
2252,23,Incubator,Baxter,2012-01-23,2012-07-31,Operational,21282491.59,equipment.csv
2253,23,Anesthesia Machine,Medtronic,2018-10-16,2020-08-26,Out of Service,24075014.62,equipment.csv
2254,23,Defibrillator,GE Healthcare,2016-06-25,2018-02-15,Out of Service,9750317.3,equipment.csv
2255,23,Dialysis Machine,Dräger,2024-10-12,2025-06-23,Out of Service,21848395.6,equipment.csv
2256,23,Infusion Pump,Dräger,2011-11-14,2012-12-12,Under Maintenance,14358858.88,equipment.csv
2257,23,ECG Machine,Siemens,2020-05-22,2021-04-20,Operational,11715454.32,equipment.csv
2258,23,Infusion Pump,Siemens,2025-06-04,2026-09-30,Operational,22342941.92,equipment.csv
2259,23,X-Ray Machine,Baxter,2019-12-15,2021-11-22,Operational,9658092.35,equipment.csv
2260,23,Oxygen Concentrator,Baxter,2017-01-26,2017-08-11,Operational,16566825.73,equipment.csv
2261,23,Hospital Bed,Dräger,2012-04-03,2013-04-09,Under Maintenance,12763418.86,equipment.csv
2262,23,Hospital Bed,GE Healthcare,2025-04-21,2025-11-22,Out of Service,24149927.77,equipment.csv
2263,23,Defibrillator,Mindray,2020-08-10,2022-07-12,Out of Service,6247393.42,equipment.csv
2264,24,Dialysis Machine,Baxter,2024-07-03,2025-07-24,Out of Service,4819135.88,equipment.csv
2265,24,Hospital Bed,GE Healthcare,2013-12-12,2015-08-09,Out of Service,18851134.95,equipment.csv
2266,24,ECG Machine,Baxter,2019-07-27,2020-12-23,Out of Service,21592070.35,equipment.csv
2267,24,X-Ray Machine,Medtronic,2020-10-23,2022-07-25,Out of Service,10499078.63,equipment.csv
2268,24,CT Scanner,GE Healthcare,2014-07-02,2016-06-14,Out of Service,15245959.39,equipment.csv
2269,24,Oxygen Concentrator,Fresenius,2017-09-04,2019-05-22,Under Maintenance,14182400.94,equipment.csv
2270,24,CT Scanner,Philips,2020-10-05,2022-08-29,Out of Service,4167646.59,equipment.csv
2271,24,Hospital Bed,Mindray,2011-09-11,2012-10-09,Out of Service,23176169.19,equipment.csv
2272,24,Anesthesia Machine,Siemens,2022-07-26,2023-11-12,Under Maintenance,13123441.23,equipment.csv
2273,24,Incubator,Philips,2021-08-27,2023-05-18,Operational,6989356.13,equipment.csv
2274,24,MRI Scanner,Dräger,2013-03-22,2015-03-21,Under Maintenance,18457166.6,equipment.csv
2275,24,Dialysis Machine,Mindray,2011-10-11,2012-07-19,Under Maintenance,17588651.39,equipment.csv
2276,24,Infusion Pump,Baxter,2013-06-19,2015-02-27,Under Maintenance,9357942.09,equipment.csv
2277,24,Anesthesia Machine,Mindray,2025-04-27,2026-08-16,Out of Service,17242266.74,equipment.csv
2278,24,Ventilator,GE Healthcare,2020-09-04,2022-06-03,Operational,13348620.38,equipment.csv
2279,24,X-Ray Machine,Dräger,2026-04-25,2028-02-05,Operational,5134316.67,equipment.csv
2280,24,Dialysis Machine,Fresenius,2017-06-09,2018-03-25,Out of Service,1096691.4,equipment.csv
2281,24,Operating Table,Siemens,2024-06-02,2025-03-01,Under Maintenance,9824669.52,equipment.csv
2282,24,Anesthesia Machine,Dräger,2025-12-14,2026-07-23,Operational,23094120.63,equipment.csv
2283,24,Anesthesia Machine,Philips,2021-06-24,2022-12-02,Operational,9886981.47,equipment.csv
2284,24,Defibrillator,Medtronic,2025-07-01,2026-10-27,Under Maintenance,3591331.35,equipment.csv
2285,24,Ventilator,Fresenius,2015-04-29,2016-03-05,Out of Service,2184017.05,equipment.csv
2286,24,Operating Table,Mindray,2018-02-17,2020-01-07,Under Maintenance,18245788.31,equipment.csv
2287,24,X-Ray Machine,Philips,2013-05-04,2013-12-16,Out of Service,467193.16,equipment.csv
2288,24,Incubator,Baxter,2011-07-07,2012-06-26,Out of Service,13627448.03,equipment.csv
2289,24,CT Scanner,Fresenius,2012-04-06,2014-01-01,Operational,7093740.05,equipment.csv
2290,24,Dialysis Machine,Fresenius,2024-03-05,2024-10-25,Operational,3583473.96,equipment.csv
2291,24,Oxygen Concentrator,Dräger,2012-04-21,2013-10-30,Out of Service,10894260.39,equipment.csv
2292,24,X-Ray Machine,Fresenius,2016-06-30,2017-05-25,Under Maintenance,6116806.86,equipment.csv
2293,24,Patient Monitor,Mindray,2017-10-06,2018-09-11,Out of Service,4122666.94,equipment.csv
2294,24,Patient Monitor,Medtronic,2022-05-19,2023-09-20,Under Maintenance,15565376.05,equipment.csv
2295,24,X-Ray Machine,Mindray,2025-07-26,2026-08-24,Out of Service,16726429.57,equipment.csv
2296,24,Hospital Bed,Mindray,2025-12-16,2026-07-19,Operational,3353320.75,equipment.csv
2297,24,Ventilator,Mindray,2026-01-07,2026-12-23,Out of Service,4080673.17,equipment.csv
2298,24,X-Ray Machine,Medtronic,2024-03-09,2025-04-12,Operational,950724.02,equipment.csv
2299,24,Patient Monitor,Mindray,2024-11-30,2025-12-15,Operational,11379571.79,equipment.csv
2300,24,Hospital Bed,Fresenius,2023-08-22,2025-07-02,Operational,4367070.89,equipment.csv
2301,24,Infusion Pump,Dräger,2018-12-16,2020-03-20,Out of Service,15541618.37,equipment.csv
2302,24,X-Ray Machine,Mindray,2026-02-21,2027-01-25,Under Maintenance,9894981.12,equipment.csv
2303,24,Anesthesia Machine,Dräger,2015-04-17,2016-10-19,Operational,16219533.87,equipment.csv
2304,24,Oxygen Concentrator,Siemens,2017-04-10,2018-08-09,Out of Service,19499397.4,equipment.csv
2305,24,Anesthesia Machine,Baxter,2026-03-22,2026-10-04,Under Maintenance,23568123.29,equipment.csv
2306,24,Ultrasound Machine,GE Healthcare,2024-08-04,2026-06-13,Out of Service,8172994.49,equipment.csv
2307,24,MRI Scanner,Baxter,2020-03-27,2021-11-24,Out of Service,4459881.79,equipment.csv
2308,24,Incubator,Fresenius,2024-01-07,2025-05-18,Operational,15427466.4,equipment.csv
2309,24,ECG Machine,Medtronic,2014-06-01,2016-04-25,Under Maintenance,7509666.82,equipment.csv
2310,24,Anesthesia Machine,Siemens,2012-09-18,2014-06-04,Out of Service,18019075.55,equipment.csv
2311,24,Incubator,Baxter,2023-11-15,2024-11-13,Out of Service,22561048.75,equipment.csv
2312,24,Hospital Bed,Mindray,2015-03-19,2016-07-11,Under Maintenance,10700543.18,equipment.csv
2313,24,Patient Monitor,GE Healthcare,2012-08-16,2013-07-06,Operational,23669509.46,equipment.csv
2314,24,Hospital Bed,Medtronic,2014-11-27,2016-02-24,Operational,1413178.22,equipment.csv
2315,24,Incubator,GE Healthcare,2021-08-17,2023-01-10,Under Maintenance,6476198.94,equipment.csv
2316,24,X-Ray Machine,Philips,2014-01-12,2014-11-11,Operational,6397109.58,equipment.csv
2317,24,ECG Machine,Philips,2020-10-26,2022-05-11,Operational,9083144.69,equipment.csv
2318,24,Infusion Pump,GE Healthcare,2018-12-16,2020-03-04,Under Maintenance,22612075.81,equipment.csv
2319,24,CT Scanner,Fresenius,2020-08-12,2021-05-08,Under Maintenance,18354261.5,equipment.csv
2320,24,CT Scanner,Medtronic,2013-12-07,2014-10-08,Out of Service,8591383.82,equipment.csv
2321,24,CT Scanner,GE Healthcare,2024-07-14,2025-07-15,Operational,14489338.3,equipment.csv
2322,24,Anesthesia Machine,GE Healthcare,2012-01-24,2012-09-15,Out of Service,407320.58,equipment.csv
2323,24,Anesthesia Machine,Baxter,2022-02-22,2023-10-09,Out of Service,13903284.66,equipment.csv
2324,24,MRI Scanner,Medtronic,2024-10-17,2026-01-22,Operational,3999261.13,equipment.csv
2325,24,Defibrillator,Siemens,2014-08-08,2015-09-09,Operational,14240417.7,equipment.csv
2326,24,Incubator,Baxter,2022-03-02,2023-07-07,Out of Service,2307551.81,equipment.csv
2327,24,Hospital Bed,Mindray,2025-01-16,2026-08-29,Out of Service,14805024.54,equipment.csv
2328,24,Patient Monitor,Mindray,2016-10-25,2017-09-22,Out of Service,4103866.2,equipment.csv
2329,24,ECG Machine,Siemens,2018-12-12,2020-11-09,Under Maintenance,5253647.97,equipment.csv
2330,24,Patient Monitor,Baxter,2024-06-01,2026-03-07,Operational,2517716.34,equipment.csv
2331,24,Infusion Pump,Mindray,2018-10-25,2019-11-21,Under Maintenance,20192081.89,equipment.csv
2332,24,Hospital Bed,Mindray,2019-04-24,2020-05-12,Under Maintenance,6307802.5,equipment.csv
2333,24,CT Scanner,Philips,2022-02-05,2023-11-23,Operational,21844682.16,equipment.csv
2334,24,CT Scanner,Medtronic,2025-04-23,2026-03-31,Operational,6444616.98,equipment.csv
2335,24,Infusion Pump,Medtronic,2011-11-04,2012-10-29,Out of Service,14417460.17,equipment.csv
2336,24,Defibrillator,GE Healthcare,2023-03-15,2024-08-20,Under Maintenance,10092461.39,equipment.csv
2337,24,Incubator,Fresenius,2018-08-05,2020-05-17,Out of Service,15223368.07,equipment.csv
2338,24,X-Ray Machine,Medtronic,2025-03-09,2027-02-17,Operational,13623400.82,equipment.csv
2339,24,Oxygen Concentrator,GE Healthcare,2012-09-29,2014-04-08,Under Maintenance,21748103.76,equipment.csv
2340,24,Defibrillator,Fresenius,2014-06-09,2015-02-16,Operational,2821877.92,equipment.csv
2341,24,Infusion Pump,Dräger,2012-02-19,2013-10-26,Operational,1756185.94,equipment.csv
2342,24,CT Scanner,GE Healthcare,2019-03-21,2020-09-05,Operational,5791788.72,equipment.csv
2343,24,ECG Machine,Medtronic,2023-11-23,2024-12-15,Out of Service,12683862.13,equipment.csv
2344,24,Infusion Pump,Baxter,2021-11-05,2022-06-09,Out of Service,17838566.79,equipment.csv
2345,24,Incubator,Fresenius,2015-05-23,2017-01-17,Under Maintenance,18500273.7,equipment.csv
2346,24,Oxygen Concentrator,Siemens,2023-01-10,2024-12-25,Under Maintenance,18382851.25,equipment.csv
2347,24,Dialysis Machine,GE Healthcare,2019-06-22,2021-06-15,Under Maintenance,7740437.92,equipment.csv
2348,24,Incubator,GE Healthcare,2016-05-12,2016-11-25,Out of Service,11926121.03,equipment.csv
2349,24,Anesthesia Machine,Philips,2018-10-23,2020-04-03,Out of Service,24865216.76,equipment.csv
2350,24,Operating Table,Dräger,2022-02-20,2023-06-11,Under Maintenance,7820352.3,equipment.csv
2351,24,Hospital Bed,Philips,2012-01-19,2012-11-13,Under Maintenance,6210287.95,equipment.csv
2352,24,Anesthesia Machine,GE Healthcare,2022-08-02,2024-06-07,Operational,11286314.91,equipment.csv
2353,24,Incubator,Mindray,2023-01-15,2023-09-02,Out of Service,13655108.6,equipment.csv
2354,24,Operating Table,Baxter,2025-01-20,2027-01-18,Out of Service,17450131.68,equipment.csv
2355,24,Patient Monitor,Fresenius,2020-01-19,2021-10-21,Under Maintenance,1253252.27,equipment.csv
2356,24,Incubator,Baxter,2015-01-07,2016-05-22,Out of Service,20982252.71,equipment.csv
2357,24,Operating Table,Mindray,2025-10-16,2026-11-10,Under Maintenance,2820376.08,equipment.csv
2358,24,Infusion Pump,Baxter,2019-05-11,2020-08-24,Out of Service,5284837.51,equipment.csv
2359,24,Patient Monitor,Medtronic,2012-01-24,2013-04-15,Operational,13132206.67,equipment.csv
