inventory_id,hospital_id,medication_id,quantity_available,reorder_level,supplier,last_stock_update,source_file
6410,29,79,1433,300,Lab & Allied,2026-05-05,pharmacy_inventory.csv
6411,29,7,3938,292,Phillips Healthcare,2026-05-05,pharmacy_inventory.csv
6412,29,65,3542,271,KEMSA,2026-05-17,pharmacy_inventory.csv
6413,29,153,521,197,Medisel Kenya,2026-04-07,pharmacy_inventory.csv
6414,29,171,2354,135,Phillips Healthcare,2026-05-25,pharmacy_inventory.csv
6415,29,78,4812,434,Phillips Healthcare,2026-04-28,pharmacy_inventory.csv
6416,29,270,4713,459,Lab & Allied,2026-06-09,pharmacy_inventory.csv
6417,29,193,4074,439,Harleys Limited,2026-04-24,pharmacy_inventory.csv
6418,29,152,4486,403,Lab & Allied,2026-06-22,pharmacy_inventory.csv
6419,29,257,3340,472,Medisel Kenya,2026-06-14,pharmacy_inventory.csv
6420,29,173,924,273,Surgipharm,2026-06-11,pharmacy_inventory.csv
6421,29,201,3360,191,KEMSA,2026-06-20,pharmacy_inventory.csv
6422,29,175,3260,148,Lab & Allied,2026-04-10,pharmacy_inventory.csv
6423,29,20,2393,399,Lab & Allied,2026-05-19,pharmacy_inventory.csv
6424,29,145,1854,401,Medisel Kenya,2026-06-11,pharmacy_inventory.csv
6425,29,26,4421,202,Surgipharm,2026-05-18,pharmacy_inventory.csv
6426,29,186,4190,399,Phillips Healthcare,2026-04-02,pharmacy_inventory.csv
6427,29,124,2343,330,Phillips Healthcare,2026-04-04,pharmacy_inventory.csv
6428,29,47,953,251,Surgipharm,2026-06-24,pharmacy_inventory.csv
6429,29,267,2360,221,KEMSA,2026-05-09,pharmacy_inventory.csv
6430,29,189,3093,118,Revital Healthcare,2026-04-07,pharmacy_inventory.csv
6431,29,276,3360,416,Lab & Allied,2026-04-14,pharmacy_inventory.csv
6432,29,127,3744,492,Mission for Essential Drugs,2026-05-08,pharmacy_inventory.csv
6433,29,139,3636,409,Revital Healthcare,2026-06-14,pharmacy_inventory.csv
6434,29,83,4942,274,KEMSA,2026-05-12,pharmacy_inventory.csv
6435,29,85,57,322,Lab & Allied,2026-04-18,pharmacy_inventory.csv
6436,29,161,4138,125,Revital Healthcare,2026-04-06,pharmacy_inventory.csv
6437,29,86,224,245,Revital Healthcare,2026-04-15,pharmacy_inventory.csv
6438,29,93,3417,339,Revital Healthcare,2026-06-19,pharmacy_inventory.csv
6439,29,33,134,372,Harleys Limited,2026-05-08,pharmacy_inventory.csv
6440,29,19,2859,413,Lab & Allied,2026-06-14,pharmacy_inventory.csv
6441,29,241,3466,222,KEMSA,2026-04-22,pharmacy_inventory.csv
6442,29,46,4206,425,Harleys Limited,2026-06-10,pharmacy_inventory.csv
6443,29,101,259,145,Phillips Healthcare,2026-06-12,pharmacy_inventory.csv
6444,29,137,4463,259,Phillips Healthcare,2026-06-05,pharmacy_inventory.csv
6445,29,114,3827,279,Phillips Healthcare,2026-04-28,pharmacy_inventory.csv
6446,29,292,1602,462,Surgipharm,2026-06-09,pharmacy_inventory.csv
6447,29,21,3349,429,Phillips Healthcare,2026-04-12,pharmacy_inventory.csv
6448,29,50,4805,276,KEMSA,2026-06-05,pharmacy_inventory.csv
6449,29,8,3790,449,KEMSA,2026-05-29,pharmacy_inventory.csv
6450,29,293,4978,342,KEMSA,2026-04-10,pharmacy_inventory.csv
6451,29,53,664,415,Phillips Healthcare,2026-06-22,pharmacy_inventory.csv
6452,29,272,1820,309,Medisel Kenya,2026-04-22,pharmacy_inventory.csv
6453,29,283,1721,175,Revital Healthcare,2026-04-27,pharmacy_inventory.csv
6454,29,24,4080,184,Medisel Kenya,2026-06-01,pharmacy_inventory.csv
6455,29,11,3159,460,Phillips Healthcare,2026-04-21,pharmacy_inventory.csv
6456,29,294,4773,334,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
6457,29,156,3318,442,Lab & Allied,2026-05-18,pharmacy_inventory.csv
6458,29,159,1940,391,Mission for Essential Drugs,2026-05-03,pharmacy_inventory.csv
6459,29,126,4681,183,Harleys Limited,2026-05-24,pharmacy_inventory.csv
6460,29,131,2307,392,Mission for Essential Drugs,2026-06-20,pharmacy_inventory.csv
6461,29,299,927,146,Surgipharm,2026-04-11,pharmacy_inventory.csv
6462,29,277,697,424,KEMSA,2026-06-11,pharmacy_inventory.csv
6463,29,187,2615,500,Medisel Kenya,2026-04-21,pharmacy_inventory.csv
6464,29,200,3120,109,Lab & Allied,2026-06-19,pharmacy_inventory.csv
6465,29,32,4528,252,Mission for Essential Drugs,2026-06-21,pharmacy_inventory.csv
6466,29,61,966,438,Medisel Kenya,2026-06-07,pharmacy_inventory.csv
6467,29,222,43,233,Surgipharm,2026-06-09,pharmacy_inventory.csv
6468,29,87,2672,217,Phillips Healthcare,2026-06-16,pharmacy_inventory.csv
6469,29,41,4253,449,Lab & Allied,2026-04-23,pharmacy_inventory.csv
6470,29,146,3157,288,Harleys Limited,2026-06-09,pharmacy_inventory.csv
6471,29,66,3673,104,Medisel Kenya,2026-04-18,pharmacy_inventory.csv
6472,29,132,213,484,Mission for Essential Drugs,2026-05-13,pharmacy_inventory.csv
6473,29,285,2180,194,Harleys Limited,2026-04-14,pharmacy_inventory.csv
6474,29,268,319,422,Revital Healthcare,2026-05-12,pharmacy_inventory.csv
6475,29,185,1371,123,KEMSA,2026-05-01,pharmacy_inventory.csv
6476,29,18,2411,475,Surgipharm,2026-06-25,pharmacy_inventory.csv
6477,29,27,3264,335,Surgipharm,2026-05-16,pharmacy_inventory.csv
6478,29,117,3000,347,Surgipharm,2026-06-01,pharmacy_inventory.csv
6479,29,144,3412,230,Phillips Healthcare,2026-06-06,pharmacy_inventory.csv
6480,29,235,3695,397,Lab & Allied,2026-06-20,pharmacy_inventory.csv
6481,29,62,2391,413,Harleys Limited,2026-04-23,pharmacy_inventory.csv
6482,29,12,3665,238,Harleys Limited,2026-05-21,pharmacy_inventory.csv
6483,29,45,4801,454,Revital Healthcare,2026-03-31,pharmacy_inventory.csv
6484,29,165,2283,452,Harleys Limited,2026-04-21,pharmacy_inventory.csv
6485,29,230,147,165,Lab & Allied,2026-03-30,pharmacy_inventory.csv
6486,29,89,2191,145,Lab & Allied,2026-04-11,pharmacy_inventory.csv
6487,29,74,2039,305,Revital Healthcare,2026-04-05,pharmacy_inventory.csv
6488,29,278,1731,307,Medisel Kenya,2026-05-19,pharmacy_inventory.csv
6489,29,94,1495,365,Medisel Kenya,2026-04-23,pharmacy_inventory.csv
6490,29,35,154,358,KEMSA,2026-05-30,pharmacy_inventory.csv
6491,29,263,4230,168,Revital Healthcare,2026-04-28,pharmacy_inventory.csv
6492,29,115,1104,146,Revital Healthcare,2026-05-04,pharmacy_inventory.csv
6493,29,30,2503,130,KEMSA,2026-04-18,pharmacy_inventory.csv
6494,29,240,3625,282,Phillips Healthcare,2026-04-13,pharmacy_inventory.csv
6495,29,172,4208,460,Lab & Allied,2026-04-09,pharmacy_inventory.csv
6496,29,217,1386,206,Phillips Healthcare,2026-04-26,pharmacy_inventory.csv
6497,29,226,4138,299,Lab & Allied,2026-05-04,pharmacy_inventory.csv
6498,29,98,4699,193,Harleys Limited,2026-04-30,pharmacy_inventory.csv
6499,29,246,4707,439,Surgipharm,2026-04-21,pharmacy_inventory.csv
6500,29,16,2080,194,Revital Healthcare,2026-04-07,pharmacy_inventory.csv
6501,29,138,2227,434,Surgipharm,2026-04-29,pharmacy_inventory.csv
6502,29,219,2760,321,Revital Healthcare,2026-06-25,pharmacy_inventory.csv
6503,29,180,613,419,Harleys Limited,2026-04-14,pharmacy_inventory.csv
6504,29,55,3437,118,Mission for Essential Drugs,2026-05-11,pharmacy_inventory.csv
6505,29,40,4244,494,Harleys Limited,2026-04-16,pharmacy_inventory.csv
6506,29,271,4036,139,Medisel Kenya,2026-05-25,pharmacy_inventory.csv
6507,29,76,3847,402,Medisel Kenya,2026-04-27,pharmacy_inventory.csv
6508,29,280,2898,499,Lab & Allied,2026-06-13,pharmacy_inventory.csv
6509,29,192,4172,192,Lab & Allied,2026-04-25,pharmacy_inventory.csv
6510,29,227,2590,498,Revital Healthcare,2026-06-01,pharmacy_inventory.csv
6511,29,170,3879,212,Medisel Kenya,2026-06-07,pharmacy_inventory.csv
6512,29,281,271,427,Surgipharm,2026-04-17,pharmacy_inventory.csv
6513,29,289,1211,343,Harleys Limited,2026-05-06,pharmacy_inventory.csv
6514,29,178,862,311,Phillips Healthcare,2026-04-18,pharmacy_inventory.csv
6515,29,207,1997,122,Harleys Limited,2026-06-12,pharmacy_inventory.csv
6516,29,209,878,181,Medisel Kenya,2026-04-29,pharmacy_inventory.csv
6517,29,168,2674,317,Surgipharm,2026-06-07,pharmacy_inventory.csv
6518,29,43,1621,165,Revital Healthcare,2026-06-13,pharmacy_inventory.csv
6519,29,210,2743,456,KEMSA,2026-05-21,pharmacy_inventory.csv
6520,29,204,755,244,Harleys Limited,2026-05-26,pharmacy_inventory.csv
6521,29,166,4977,102,KEMSA,2026-04-12,pharmacy_inventory.csv
6522,29,28,2194,485,Medisel Kenya,2026-05-28,pharmacy_inventory.csv
6523,29,4,1942,248,Lab & Allied,2026-04-04,pharmacy_inventory.csv
6524,29,212,1106,450,Medisel Kenya,2026-05-14,pharmacy_inventory.csv
6525,29,223,1565,267,KEMSA,2026-04-26,pharmacy_inventory.csv
6526,29,197,2507,220,Harleys Limited,2026-05-16,pharmacy_inventory.csv
6527,29,169,3013,341,Phillips Healthcare,2026-05-25,pharmacy_inventory.csv
6528,29,250,3185,253,Mission for Essential Drugs,2026-06-11,pharmacy_inventory.csv
6529,29,188,4969,378,KEMSA,2026-06-21,pharmacy_inventory.csv
6530,29,265,2182,196,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
6531,29,261,2419,495,Mission for Essential Drugs,2026-04-23,pharmacy_inventory.csv
6532,29,123,4758,105,Phillips Healthcare,2026-04-12,pharmacy_inventory.csv
6533,29,150,3505,122,Harleys Limited,2026-06-16,pharmacy_inventory.csv
6534,29,133,1909,172,Phillips Healthcare,2026-06-17,pharmacy_inventory.csv
6535,29,236,2368,419,Phillips Healthcare,2026-06-13,pharmacy_inventory.csv
6536,29,122,729,422,Medisel Kenya,2026-05-23,pharmacy_inventory.csv
6537,29,107,3934,119,KEMSA,2026-04-14,pharmacy_inventory.csv
6538,29,6,2852,242,KEMSA,2026-04-07,pharmacy_inventory.csv
6539,29,194,2817,147,Mission for Essential Drugs,2026-04-05,pharmacy_inventory.csv
6540,29,44,2559,304,Harleys Limited,2026-05-31,pharmacy_inventory.csv
6541,29,266,2351,496,Revital Healthcare,2026-06-22,pharmacy_inventory.csv
6542,29,75,4282,110,KEMSA,2026-04-16,pharmacy_inventory.csv
6543,29,237,1216,361,Revital Healthcare,2026-05-24,pharmacy_inventory.csv
6544,29,68,3771,336,Harleys Limited,2026-05-19,pharmacy_inventory.csv
6545,29,52,3462,447,Lab & Allied,2026-06-15,pharmacy_inventory.csv
6546,29,103,428,163,Phillips Healthcare,2026-06-18,pharmacy_inventory.csv
6547,29,147,4327,372,KEMSA,2026-05-04,pharmacy_inventory.csv
6548,29,37,1560,308,Revital Healthcare,2026-04-28,pharmacy_inventory.csv
6549,29,77,4,364,Medisel Kenya,2026-06-17,pharmacy_inventory.csv
6550,29,111,2329,306,Phillips Healthcare,2026-05-23,pharmacy_inventory.csv
6551,30,280,1474,450,Lab & Allied,2026-04-17,pharmacy_inventory.csv
6552,30,38,1927,402,Lab & Allied,2026-06-16,pharmacy_inventory.csv
6553,30,245,737,258,Harleys Limited,2026-03-30,pharmacy_inventory.csv
6554,30,299,257,184,Phillips Healthcare,2026-05-04,pharmacy_inventory.csv
6555,30,209,1311,226,Mission for Essential Drugs,2026-06-19,pharmacy_inventory.csv
6556,30,151,3404,326,Revital Healthcare,2026-06-03,pharmacy_inventory.csv
6557,30,13,4133,254,Medisel Kenya,2026-05-25,pharmacy_inventory.csv
6558,30,105,825,131,Surgipharm,2026-06-10,pharmacy_inventory.csv
6559,30,67,760,389,Lab & Allied,2026-05-31,pharmacy_inventory.csv
6560,30,251,3755,351,Phillips Healthcare,2026-05-24,pharmacy_inventory.csv
6561,30,20,2728,101,KEMSA,2026-06-02,pharmacy_inventory.csv
6562,30,187,4204,263,Revital Healthcare,2026-05-19,pharmacy_inventory.csv
6563,30,193,1407,169,Harleys Limited,2026-04-14,pharmacy_inventory.csv
6564,30,96,2930,477,Phillips Healthcare,2026-04-10,pharmacy_inventory.csv
6565,30,291,2545,307,Mission for Essential Drugs,2026-05-25,pharmacy_inventory.csv
6566,30,55,1434,365,Lab & Allied,2026-04-12,pharmacy_inventory.csv
6567,30,11,4258,260,Medisel Kenya,2026-06-20,pharmacy_inventory.csv
6568,30,87,1854,148,Harleys Limited,2026-06-01,pharmacy_inventory.csv
6569,30,25,4944,105,Lab & Allied,2026-04-29,pharmacy_inventory.csv
6570,30,77,2805,119,Lab & Allied,2026-06-05,pharmacy_inventory.csv
6571,30,56,3707,119,Surgipharm,2026-05-06,pharmacy_inventory.csv
6572,30,195,2844,347,Medisel Kenya,2026-06-16,pharmacy_inventory.csv
6573,30,85,2738,333,Harleys Limited,2026-04-18,pharmacy_inventory.csv
6574,30,230,2095,476,KEMSA,2026-04-18,pharmacy_inventory.csv
6575,30,161,4886,280,Medisel Kenya,2026-06-14,pharmacy_inventory.csv
6576,30,261,1557,320,KEMSA,2026-06-20,pharmacy_inventory.csv
6577,30,204,1740,292,Phillips Healthcare,2026-06-09,pharmacy_inventory.csv
6578,30,233,2870,277,Medisel Kenya,2026-06-10,pharmacy_inventory.csv
6579,30,288,4339,373,KEMSA,2026-05-28,pharmacy_inventory.csv
6580,30,83,1452,459,Medisel Kenya,2026-06-16,pharmacy_inventory.csv
6581,30,145,942,269,Mission for Essential Drugs,2026-04-29,pharmacy_inventory.csv
6582,30,84,3802,330,Mission for Essential Drugs,2026-06-13,pharmacy_inventory.csv
6583,30,89,4028,271,Surgipharm,2026-04-05,pharmacy_inventory.csv
6584,30,136,4270,327,Lab & Allied,2026-04-28,pharmacy_inventory.csv
6585,30,143,2141,411,Medisel Kenya,2026-05-08,pharmacy_inventory.csv
6586,30,51,568,250,Surgipharm,2026-05-10,pharmacy_inventory.csv
6587,30,111,3782,232,Phillips Healthcare,2026-04-18,pharmacy_inventory.csv
6588,30,162,4798,120,Surgipharm,2026-06-03,pharmacy_inventory.csv
6589,30,158,3769,349,Revital Healthcare,2026-04-20,pharmacy_inventory.csv
6590,30,275,2687,442,Medisel Kenya,2026-03-30,pharmacy_inventory.csv
6591,30,250,4243,128,KEMSA,2026-06-13,pharmacy_inventory.csv
6592,30,103,3594,238,Harleys Limited,2026-05-08,pharmacy_inventory.csv
6593,30,225,949,203,Phillips Healthcare,2026-06-20,pharmacy_inventory.csv
6594,30,74,4626,107,Mission for Essential Drugs,2026-06-03,pharmacy_inventory.csv
6595,30,290,1437,478,KEMSA,2026-03-30,pharmacy_inventory.csv
6596,30,281,791,325,KEMSA,2026-06-09,pharmacy_inventory.csv
6597,30,88,2,213,Revital Healthcare,2026-05-15,pharmacy_inventory.csv
6598,30,184,4773,246,Harleys Limited,2026-06-22,pharmacy_inventory.csv
6599,30,207,1208,294,Harleys Limited,2026-05-05,pharmacy_inventory.csv
6600,30,50,1311,458,Harleys Limited,2026-04-15,pharmacy_inventory.csv
6601,30,63,3652,424,Harleys Limited,2026-06-18,pharmacy_inventory.csv
6602,30,131,4924,200,Lab & Allied,2026-03-31,pharmacy_inventory.csv
6603,30,267,315,124,Lab & Allied,2026-04-13,pharmacy_inventory.csv
6604,30,14,3117,377,Phillips Healthcare,2026-05-13,pharmacy_inventory.csv
6605,30,232,4981,184,Medisel Kenya,2026-06-25,pharmacy_inventory.csv
6606,30,168,1779,129,Harleys Limited,2026-06-24,pharmacy_inventory.csv
6607,30,45,3516,417,Medisel Kenya,2026-05-04,pharmacy_inventory.csv
6608,30,285,4348,407,Harleys Limited,2026-06-16,pharmacy_inventory.csv
6609,30,159,3638,438,Lab & Allied,2026-04-28,pharmacy_inventory.csv
6610,30,90,1890,158,Mission for Essential Drugs,2026-04-17,pharmacy_inventory.csv
6611,30,59,918,289,Surgipharm,2026-06-08,pharmacy_inventory.csv
6612,30,247,1963,266,Harleys Limited,2026-04-03,pharmacy_inventory.csv
6613,30,41,1725,410,Harleys Limited,2026-06-25,pharmacy_inventory.csv
6614,30,238,1205,108,Lab & Allied,2026-04-06,pharmacy_inventory.csv
6615,30,190,4391,193,Revital Healthcare,2026-04-23,pharmacy_inventory.csv
6616,30,264,1489,234,Mission for Essential Drugs,2026-05-14,pharmacy_inventory.csv
6617,30,101,3375,493,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
6618,30,293,62,104,Surgipharm,2026-06-04,pharmacy_inventory.csv
6619,30,294,3231,163,Phillips Healthcare,2026-05-14,pharmacy_inventory.csv
6620,30,203,4069,282,KEMSA,2026-05-23,pharmacy_inventory.csv
6621,30,229,4478,216,Lab & Allied,2026-05-06,pharmacy_inventory.csv
6622,30,236,1122,165,Lab & Allied,2026-03-30,pharmacy_inventory.csv
6623,30,167,3677,341,KEMSA,2026-05-27,pharmacy_inventory.csv
6624,30,249,3663,231,Medisel Kenya,2026-04-23,pharmacy_inventory.csv
6625,30,255,534,360,KEMSA,2026-04-22,pharmacy_inventory.csv
6626,30,144,4823,442,Surgipharm,2026-05-26,pharmacy_inventory.csv
6627,30,175,56,234,Mission for Essential Drugs,2026-04-28,pharmacy_inventory.csv
6628,30,228,511,139,Revital Healthcare,2026-06-14,pharmacy_inventory.csv
6629,30,222,1110,152,Phillips Healthcare,2026-04-01,pharmacy_inventory.csv
6630,30,213,3196,159,Revital Healthcare,2026-05-07,pharmacy_inventory.csv
6631,30,259,638,273,Phillips Healthcare,2026-06-08,pharmacy_inventory.csv
6632,30,7,1462,345,Mission for Essential Drugs,2026-06-26,pharmacy_inventory.csv
6633,30,138,536,139,Surgipharm,2026-05-17,pharmacy_inventory.csv
6634,30,68,116,481,Phillips Healthcare,2026-05-16,pharmacy_inventory.csv
6635,30,147,3753,337,Mission for Essential Drugs,2026-05-26,pharmacy_inventory.csv
6636,30,114,1416,346,Revital Healthcare,2026-04-24,pharmacy_inventory.csv
6637,30,269,1828,409,KEMSA,2026-06-05,pharmacy_inventory.csv
6638,30,134,801,248,Surgipharm,2026-06-09,pharmacy_inventory.csv
6639,30,69,450,103,Medisel Kenya,2026-04-11,pharmacy_inventory.csv
6640,30,224,2483,140,Phillips Healthcare,2026-06-08,pharmacy_inventory.csv
6641,30,10,4754,124,Harleys Limited,2026-06-01,pharmacy_inventory.csv
6642,30,273,1515,157,KEMSA,2026-05-14,pharmacy_inventory.csv
6643,30,73,2027,109,Phillips Healthcare,2026-06-16,pharmacy_inventory.csv
6644,30,152,1788,494,Mission for Essential Drugs,2026-06-25,pharmacy_inventory.csv
6645,30,163,1491,338,Phillips Healthcare,2026-04-14,pharmacy_inventory.csv
6646,30,173,2543,419,Lab & Allied,2026-03-31,pharmacy_inventory.csv
6647,30,3,714,467,Mission for Essential Drugs,2026-06-06,pharmacy_inventory.csv
6648,30,81,3352,402,Lab & Allied,2026-04-08,pharmacy_inventory.csv
6649,30,217,628,322,Mission for Essential Drugs,2026-04-22,pharmacy_inventory.csv
6650,30,4,4164,421,Lab & Allied,2026-05-30,pharmacy_inventory.csv
6651,30,116,3507,232,Surgipharm,2026-04-09,pharmacy_inventory.csv
6652,30,33,3839,371,Revital Healthcare,2026-04-07,pharmacy_inventory.csv
6653,30,242,1655,139,Medisel Kenya,2026-04-08,pharmacy_inventory.csv
6654,30,256,2198,426,Medisel Kenya,2026-04-08,pharmacy_inventory.csv
6655,30,46,4966,358,Mission for Essential Drugs,2026-06-24,pharmacy_inventory.csv
6656,30,40,2893,220,Surgipharm,2026-06-11,pharmacy_inventory.csv
6657,30,126,1090,300,Lab & Allied,2026-05-03,pharmacy_inventory.csv
6658,30,28,4156,169,Medisel Kenya,2026-04-07,pharmacy_inventory.csv
6659,30,129,855,211,KEMSA,2026-06-27,pharmacy_inventory.csv
6660,30,60,1946,400,Mission for Essential Drugs,2026-03-30,pharmacy_inventory.csv
6661,30,223,1342,328,Harleys Limited,2026-04-29,pharmacy_inventory.csv
6662,30,212,3775,492,Revital Healthcare,2026-04-19,pharmacy_inventory.csv
6663,30,91,2065,304,KEMSA,2026-04-17,pharmacy_inventory.csv
6664,30,66,1644,490,Mission for Essential Drugs,2026-05-27,pharmacy_inventory.csv
6665,30,210,3162,477,Harleys Limited,2026-06-19,pharmacy_inventory.csv
6666,30,296,3868,398,Surgipharm,2026-04-19,pharmacy_inventory.csv
6667,30,181,399,487,Surgipharm,2026-04-19,pharmacy_inventory.csv
6668,30,9,4702,185,Lab & Allied,2026-04-21,pharmacy_inventory.csv
6669,30,257,389,232,Lab & Allied,2026-05-18,pharmacy_inventory.csv
6670,30,295,1911,232,Phillips Healthcare,2026-04-11,pharmacy_inventory.csv
6671,30,107,955,270,Mission for Essential Drugs,2026-05-15,pharmacy_inventory.csv
6672,30,263,3631,498,Medisel Kenya,2026-05-18,pharmacy_inventory.csv
6673,30,27,3497,106,Medisel Kenya,2026-06-13,pharmacy_inventory.csv
6674,30,110,4513,123,KEMSA,2026-06-15,pharmacy_inventory.csv
6675,30,148,3107,423,Mission for Essential Drugs,2026-04-04,pharmacy_inventory.csv
6676,30,234,624,217,Surgipharm,2026-05-04,pharmacy_inventory.csv
6677,30,29,1078,286,Harleys Limited,2026-04-16,pharmacy_inventory.csv
6678,30,119,602,400,Mission for Essential Drugs,2026-05-20,pharmacy_inventory.csv
6679,30,37,2194,174,Revital Healthcare,2026-04-15,pharmacy_inventory.csv
6680,30,139,1967,326,Phillips Healthcare,2026-06-21,pharmacy_inventory.csv
6681,30,99,2454,112,Lab & Allied,2026-06-12,pharmacy_inventory.csv
6682,30,2,4391,488,Harleys Limited,2026-05-31,pharmacy_inventory.csv
6683,30,253,976,451,Harleys Limited,2026-06-16,pharmacy_inventory.csv
6684,30,52,4843,279,Lab & Allied,2026-06-07,pharmacy_inventory.csv
6685,30,112,4579,198,Mission for Essential Drugs,2026-05-14,pharmacy_inventory.csv
6686,30,62,1640,492,Surgipharm,2026-04-06,pharmacy_inventory.csv
6687,30,80,572,102,Phillips Healthcare,2026-05-23,pharmacy_inventory.csv
6688,30,292,2584,312,Surgipharm,2026-05-15,pharmacy_inventory.csv
6689,30,118,4666,490,Medisel Kenya,2026-05-21,pharmacy_inventory.csv
6690,30,57,1495,447,Lab & Allied,2026-04-24,pharmacy_inventory.csv
6691,30,150,1175,307,Lab & Allied,2026-06-21,pharmacy_inventory.csv
6692,30,198,3432,104,Lab & Allied,2026-04-01,pharmacy_inventory.csv
6693,30,265,3498,227,Revital Healthcare,2026-04-12,pharmacy_inventory.csv
6694,30,133,533,379,Medisel Kenya,2026-05-04,pharmacy_inventory.csv
6695,30,70,1308,212,Medisel Kenya,2026-06-18,pharmacy_inventory.csv
6696,30,235,3137,173,Surgipharm,2026-04-09,pharmacy_inventory.csv
6697,30,149,3330,130,KEMSA,2026-06-18,pharmacy_inventory.csv
6698,30,197,2261,462,KEMSA,2026-06-21,pharmacy_inventory.csv
6699,30,258,776,254,Medisel Kenya,2026-04-01,pharmacy_inventory.csv
6700,30,169,2130,451,Harleys Limited,2026-04-27,pharmacy_inventory.csv
6701,30,71,4087,370,Mission for Essential Drugs,2026-03-31,pharmacy_inventory.csv
6702,30,132,1916,109,KEMSA,2026-04-07,pharmacy_inventory.csv
6703,30,200,1166,243,Harleys Limited,2026-06-20,pharmacy_inventory.csv
6704,30,117,4613,326,KEMSA,2026-04-14,pharmacy_inventory.csv
6705,30,237,2739,194,Mission for Essential Drugs,2026-06-22,pharmacy_inventory.csv
6706,30,12,2213,348,Harleys Limited,2026-06-25,pharmacy_inventory.csv
6707,30,94,3862,341,Phillips Healthcare,2026-06-17,pharmacy_inventory.csv
6708,30,286,449,199,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
6709,30,214,1813,223,Phillips Healthcare,2026-04-01,pharmacy_inventory.csv
6710,30,252,2795,473,Revital Healthcare,2026-05-29,pharmacy_inventory.csv
6711,30,64,4940,388,Revital Healthcare,2026-04-13,pharmacy_inventory.csv
6712,30,137,2588,228,Harleys Limited,2026-06-19,pharmacy_inventory.csv
6713,30,218,2376,332,Revital Healthcare,2026-06-08,pharmacy_inventory.csv
6714,30,171,1386,131,Medisel Kenya,2026-04-05,pharmacy_inventory.csv
6715,30,239,2911,274,Mission for Essential Drugs,2026-06-06,pharmacy_inventory.csv
6716,30,61,142,375,Medisel Kenya,2026-05-15,pharmacy_inventory.csv
6717,30,182,2821,355,Revital Healthcare,2026-06-19,pharmacy_inventory.csv
6718,30,176,1640,410,Mission for Essential Drugs,2026-04-11,pharmacy_inventory.csv
6719,30,35,1291,166,Medisel Kenya,2026-04-14,pharmacy_inventory.csv
6720,30,282,3418,367,Revital Healthcare,2026-05-18,pharmacy_inventory.csv
6721,30,122,1775,314,KEMSA,2026-05-17,pharmacy_inventory.csv
6722,30,49,2088,399,KEMSA,2026-05-06,pharmacy_inventory.csv
6723,30,98,2799,200,Medisel Kenya,2026-04-21,pharmacy_inventory.csv
6724,30,92,3844,399,Surgipharm,2026-04-08,pharmacy_inventory.csv
6725,30,76,4741,103,Lab & Allied,2026-05-12,pharmacy_inventory.csv
6726,30,243,2913,469,Mission for Essential Drugs,2026-04-26,pharmacy_inventory.csv
6727,30,102,4253,307,KEMSA,2026-06-09,pharmacy_inventory.csv
6728,30,26,4169,251,Surgipharm,2026-06-12,pharmacy_inventory.csv
6729,30,268,819,160,Revital Healthcare,2026-05-27,pharmacy_inventory.csv
6730,30,279,2067,318,KEMSA,2026-05-06,pharmacy_inventory.csv
6731,30,216,759,376,Medisel Kenya,2026-05-03,pharmacy_inventory.csv
6732,30,156,1640,268,Phillips Healthcare,2026-05-24,pharmacy_inventory.csv
6733,30,31,4637,496,KEMSA,2026-05-12,pharmacy_inventory.csv
6734,30,82,1604,204,Harleys Limited,2026-05-22,pharmacy_inventory.csv
6735,30,8,2808,100,Surgipharm,2026-05-22,pharmacy_inventory.csv
6736,30,42,853,430,Lab & Allied,2026-05-19,pharmacy_inventory.csv
6737,30,97,1333,198,Lab & Allied,2026-04-29,pharmacy_inventory.csv
6738,30,221,4428,320,Surgipharm,2026-05-11,pharmacy_inventory.csv
6739,30,140,2015,246,Mission for Essential Drugs,2026-05-06,pharmacy_inventory.csv
6740,30,205,4115,331,Lab & Allied,2026-04-27,pharmacy_inventory.csv
6741,30,208,539,183,KEMSA,2026-05-20,pharmacy_inventory.csv
6742,30,141,1798,479,Mission for Essential Drugs,2026-06-01,pharmacy_inventory.csv
6743,30,199,4499,399,Revital Healthcare,2026-05-02,pharmacy_inventory.csv
6744,30,183,1421,489,Lab & Allied,2026-04-30,pharmacy_inventory.csv
6745,30,108,4391,199,Mission for Essential Drugs,2026-04-06,pharmacy_inventory.csv
6746,30,1,69,405,Medisel Kenya,2026-05-09,pharmacy_inventory.csv
6747,30,178,3923,163,Harleys Limited,2026-04-25,pharmacy_inventory.csv
6748,30,58,2910,372,Surgipharm,2026-05-28,pharmacy_inventory.csv
6749,30,104,1339,496,Harleys Limited,2026-06-21,pharmacy_inventory.csv
6750,30,277,1877,382,Revital Healthcare,2026-05-09,pharmacy_inventory.csv
6751,30,95,4908,110,Mission for Essential Drugs,2026-03-31,pharmacy_inventory.csv
6752,30,93,1524,405,Medisel Kenya,2026-05-10,pharmacy_inventory.csv
6753,30,47,2728,344,Phillips Healthcare,2026-05-22,pharmacy_inventory.csv
6754,30,142,3950,170,Harleys Limited,2026-05-11,pharmacy_inventory.csv
